"STATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00451233","2018-03-09",,,,,"31.5",",,7,0800","0.0",",,7,","0.0",",,7,","6.1",",,7","1.1",",,7","1.1",",,7,0800",,,,,,
"USC00451233","2018-03-10",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","5.0",",,7","-2.2",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2018-03-11",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","11.1",",,7","-0.6",",,7","10.6",",,7,0800",,,,,,
"USC00451233","2018-03-12",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","12.8",",,7","8.3",",,7","9.4",",,7,0800",,,,,,
"USC00451233","2018-03-13",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","16.1",",,7","9.4",",,7","12.8",",,7,0800",,,,,,
"USC00451233","2018-03-14",,,,,"11.2",",,7,0800","0.0",",,7,","0.0",",,7,","15.0",",,7","2.8",",,7","3.3",",,7,0800",,,,,,
"USC00451233","2018-03-15",,,,,"7.9",",,7,0800","0.0",",,7,","0.0",",,7,","5.0",",,7","-1.7",",,7","-1.1",",,7,0800",,,,,,
"USC00451233","2018-03-16",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","8.3",",,7","-1.7",",,7","-1.7",",,7,0800",,,,,,
"USC00451233","2018-03-17",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","10.0",",,7","-1.7",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2018-03-18",,,,,"5.6",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","-0.6",",,7","2.2",",,7,0800",,,,,,
"USC00451233","2018-03-19",,,,,"1.0",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","1.7",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2018-03-20",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","7.2",",,7","-1.1",",,7","-1.1",",,7,0800",,,,,,
"USC00451233","2018-03-21",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","8.9",",,7","-1.1",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2018-03-22",,,,,"0.5",",,7,0800","0.0",",,7,","0.0",",,7,","12.8",",,7","-0.6",",,7","4.4",",,7,0800",,,,,,
"USC00451233","2018-03-23",,,,,"19.1",",,7,0800","5.0",",,7,","0.0",",,7,","4.4",",,7","-0.6",",,7","0.0",",,7,0800",,,,,,
"USC00451233","2018-03-24",,,,,"13.0",",,7,0800","117.0",",,7,","127.0",",,7,","2.8",",,7","-1.1",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2018-03-25",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","3.3",",,7","-1.7",",,7","-1.7",",,7,0800",,,,,,
"USC00451233","2018-03-26",,,,,"4.6",",,7,0800","5.0",",,7,","0.0",",,7,","4.4",",,7","-1.7",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2018-03-27",,,,,"29.2",",,7,0800","0.0",",,7,","0.0",",,7,","5.6",",,7","-0.6",",,7","4.4",",,7,0800",,,,,,
"USC00451233","2018-03-28",,,,,"26.2",",,7,0800","0.0",",,7,","0.0",",,7,","7.2",",,7","2.2",",,7","2.2",",,7,0800",,,,,,
"USC00451233","2018-03-29",,,,,"4.8",",,7,0800","0.0",",,7,","0.0",",,7,","5.6",",,7","2.2",",,7","2.8",",,7,0800",,,,,,
"USC00451233","2018-03-30",,,,,"0.5",",,7,0800","0.0",",,7,","0.0",",,7,","7.8",",,7","2.2",",,7","5.0",",,7,0800",,,,,,
"USC00451233","2018-03-31",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","8.9",",,7","3.9",",,7","3.9",",,7,0800",,,,,,
"USC00451233","2018-04-01",,,,,"0.5",",,7,0800","0.0",",,7,","0.0",",,7,","11.1",",,7","2.2",",,7","2.2",",,7,0800",,,,,,
"USC00451233","2018-04-02",,,,,"17.0",",,7,0800","25.0",",,7,","25.0",",,7,","3.9",",,7","-1.1",",,7","-1.1",",,7,0800",,,,,,
"USC00451233","2018-04-03",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","5.0",",,7","-1.1",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2018-04-04",,,,,"2.8",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","0.6",",,7","1.1",",,7,0800",,,,,,
"USC00451233","2018-04-05",,,,,"19.6",",,7,0800","0.0",",,7,","0.0",",,7,","5.6",",,7","1.1",",,7","4.4",",,7,0800",,,,,,
"USC00451233","2018-04-06",,,,,"17.3",",,7,0800","0.0",",,7,","0.0",",,7,","8.9",",,7","4.4",",,7","5.6",",,7,0800",,,,,,
"USC00451233","2018-04-07",,,,,"16.5",",,7,0800","0.0",",,7,","0.0",",,7,","13.9",",,7","5.6",",,7","7.2",",,7,0800",,,,,,
"USC00451233","2018-04-08",,,,,"28.4",",,7,0800","0.0",",,7,","0.0",",,7,","8.3",",,7","2.8",",,7","3.3",",,7,0800",,,,,,
"USC00451233","2018-04-09",,,,,"41.4",",,7,0800","0.0",",,7,","0.0",",,7,","6.1",",,7","2.8",",,7","5.0",",,7,0800",,,,,,
"USC00451233","2018-04-10",,,,,"2.0",",,7,0800","0.0",",,7,","0.0",",,7,","13.3",",,7","5.0",",,7","6.7",",,7,0800",,,,,,
"USC00451233","2018-04-11",,,,,"13.7",",,7,0800","0.0",",,7,","0.0",",,7,","8.9",",,7","3.3",",,7","3.9",",,7,0800",,,,,,
"USC00451233","2018-04-12",,,,,"16.0",",,7,0800","0.0",",,7,","0.0",",,7,","8.9",",,7","1.1",",,7","2.2",",,7,0800",,,,,,
"USC00451233","2018-04-13",,,,,"13.2",",,7,0800","0.0",",,7,","0.0",",,7,","5.0",",,7","1.7",",,7","2.2",",,7,0800",,,,,,
"USC00451233","2018-04-14",,,,,"65.8",",,7,0800","0.0",",,7,","0.0",",,7,","7.8",",,7","2.2",",,7","4.4",",,7,0800",,,,,,
"USC00451233","2018-04-15",,,,,"47.8",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","3.9",",,7","3.9",",,7,0800",,,,,,
"USC00451233","2018-04-16",,,,,"12.4",",,7,0800","0.0",",,7,","0.0",",,7,","6.1",",,7","1.7",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2018-04-17",,,,,"59.9",",,7,0800","0.0",",,7,","0.0",",,7,","3.9",",,7","1.1",",,7","3.3",",,7,0800",,,,,,
"USC00451233","2018-04-18",,,,,"4.8",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","1.7",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2018-04-19",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","10.6",",,7","1.1",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2018-04-20",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","12.8",",,7","1.1",",,7","5.6",",,7,0800",,,,,,
"USC00451233","2018-04-21",,,,,"10.9",",,7,0800","0.0",",,7,","0.0",",,7,","14.4",",,7","3.3",",,7","4.4",",,7,0800",,,,,,
"USC00451233","2018-04-22",,,,,"0.5",",,7,0800","0.0",",,7,","0.0",",,7,","8.9",",,7","1.1",",,7","2.2",",,7,0800",,,,,,
"USC00451233","2018-04-23",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","11.1",",,7","1.7",",,7","2.2",",,7,0800",,,,,,
"USC00451233","2018-04-24",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","18.3",",,7","2.2",",,7","13.3",",,7,0800",,,,,,
"USC00451233","2018-04-25",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","21.7",",,7","6.1",",,7","8.3",",,7,0800",,,,,,
"USC00451233","2018-04-26",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","21.1",",,7","8.3",",,7","10.0",",,7,0800",,,,,,
"USC00451233","2018-04-27",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","26.1",",,7","6.1",",,7","7.8",",,7,0800",,,,,,
"USC00451233","2018-04-28",,,,,"7.9",",,7,0800","0.0",",,7,","0.0",",,7,","10.6",",,7","5.0",",,7","5.6",",,7,0800",,,,,,
"USC00451233","2018-04-29",,,,,"15.2",",,7,0800","0.0",",,7,","0.0",",,7,","7.8",",,7","5.0",",,7","5.6",",,7,0800",,,,,,
"USC00451233","2018-04-30",,,,,"10.9",",,7,0800","0.0",",,7,","0.0",",,7,","9.4",",,7","4.4",",,7","4.4",",,7,0800",,,,,,
"USC00451233","2018-05-01",,,,,"3.6",",,7,0800","0.0",",,7,","0.0",",,7,","8.3",",,7","4.4",",,7","6.1",",,7,0800",,,,,,
"USC00451233","2018-05-02",,,,,"2.3",",,7,0800","0.0",",,7,","0.0",",,7,","9.4",",,7","4.4",",,7","4.4",",,7,0800",,,,,,
"USC00451233","2018-05-03",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","16.1",",,7","4.4",",,7","6.7",",,7,0800",,,,,,
"USC00451233","2018-05-04",,,,,"0.5",",,7,0800","0.0",",,7,","0.0",",,7,","21.1",",,7","6.1",",,7","6.1",",,7,0800",,,,,,
"USC00451233","2018-05-05",,,,,"0.5",",,7,0800","0.0",",,7,","0.0",",,7,","15.0",",,7","6.1",",,7","8.3",",,7,0800",,,,,,
"USC00451233","2018-05-06",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","14.4",",,7","4.4",",,7","10.6",",,7,0800",,,,,,
"USC00451233","2018-05-07",,,,,"2.5",",,7,0800","0.0",",,7,","0.0",",,7,","21.1",",,7","9.4",",,7","9.4",",,7,0800",,,,,,
"USC00451233","2018-05-08",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","16.7",",,7","8.3",",,7","8.9",",,7,0800",,,,,,
"USC00451233","2018-05-09",,,,,"6.6",",,7,0800","0.0",",,7,","0.0",",,7,","24.4",",,7","8.9",",,7","10.6",",,7,0800",,,,,,
"USC00451233","2018-05-10",,,,,"9.1",",,7,0800","0.0",",,7,","0.0",",,7,","24.4",",,7","6.1",",,7","7.2",",,7,0800",,,,,,
"USC00451233","2018-05-11",,,,,"18.3",",,7,0800","0.0",",,7,","0.0",",,7,","11.1",",,7","5.6",",,7","6.1",",,7,0800",,,,,,
"USC00451233","2018-05-12",,,,,"1.3",",,7,0800","0.0",",,7,","0.0",",,7,","12.2",",,7","5.6",",,7","7.2",",,7,0800",,,,,,
"USC00451233","2018-05-13",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","24.4",",,7","7.2",",,7","11.7",",,7,0800",,,,,,
"USC00451233","2018-05-14",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","24.4",",,7","7.2",",,7","11.1",",,7,0800",,,,,,
"USC00451233","2018-05-15",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","26.7",",,7","10.6",",,7","10.6",",,7,0800",,,,,,
"USC00451233","2018-05-16",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","26.7",",,7","8.9",",,7","9.4",",,7,0800",,,,,,
"USC00451233","2018-05-17",,,,,"0.5",",,7,0800","0.0",",,7,","0.0",",,7,","26.7",",,7","8.3",",,7","8.3",",,7,0800",,,,,,
"USC00451233","2018-05-18",,,,,"2.0",",,7,0800","0.0",",,7,","0.0",",,7,","13.3",",,7","8.3",",,7","8.9",",,7,0800",,,,,,
"USC00451233","2018-05-19",,,,,"0.8",",,7,0800","0.0",",,7,","0.0",",,7,","12.2",",,7","8.3",",,7","10.6",",,7,0800",,,,,,
"USC00451233","2018-05-20",,,,,"12.7",",,7,0800","0.0",",,7,","0.0",",,7,","18.3",",,7","8.3",",,7","8.3",",,7,0800",,,,,,
"USC00451233","2018-05-21",,,,,"0.8",",,7,0800","0.0",",,7,","0.0",",,7,","11.7",",,7","8.3",",,7","8.3",",,7,0800",,,,,,
"USC00451233","2018-05-22",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","15.6",",,7","7.8",",,7","8.3",",,7,0800",,,,,,
"USC00451233","2018-05-23",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","22.8",",,7","7.8",",,7","11.1",",,7,0800",,,,,,
"USC00451233","2018-05-24",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","23.3",",,7","7.8",",,7","10.6",",,7,0800",,,,,,
"USC00451233","2018-05-25",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","17.2",",,7","8.3",",,7","8.9",",,7,0800",,,,,,
"USC00451233","2018-05-26",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","14.4",",,7","6.7",",,7","7.2",",,7,0800",,,,,,
"USC00451233","2018-05-27",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","12.2",",,7","6.7",",,7","7.8",",,7,0800",,,,,,
"USC00451233","2018-05-28",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","19.4",",,7","6.7",",,7","8.3",",,7,0800",,,,,,
"USC00451233","2018-05-29",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","15.6",",,7","6.7",",,7","7.8",",,7,0800",,,,,,
"USC00451233","2018-05-30",,,,,"4.3",",,7,0800","0.0",",,7,","0.0",",,7,","11.7",",,7","3.3",",,7","5.6",",,7,0800",,,,,,
"USC00451233","2018-05-31",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","12.8",",,7","5.6",",,7","6.1",",,7,0800",,,,,,
"USC00451233","2018-06-01",,,,,"0.5",",,7,0800","0.0",",,7,","0.0",",,7,","11.7",",,7","5.6",",,7","6.1",",,7,0800",,,,,,
"USC00451233","2018-06-02",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","13.9",",,7","6.1",",,7","9.4",",,7,0800",,,,,,
"USC00451233","2018-06-03",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","20.6",",,7","8.9",",,7","10.6",",,7,0800",,,,,,
"USC00451233","2018-06-04",,,,,"1.0",",,7,0800","0.0",",,7,","0.0",",,7,","16.7",",,7","6.7",",,7","7.2",",,7,0800",,,,,,
"USC00451233","2018-06-05",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","12.8",",,7","5.0",",,7","6.1",",,7,0800",,,,,,
"USC00451233","2018-06-06",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","17.2",",,7","6.1",",,7","7.2",",,7,0800",,,,,,
"USC00451233","2018-06-07",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","19.4",",,7","7.2",",,7","9.4",",,7,0800",,,,,,
"USC00451233","2018-06-08",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","13.3",",,7","9.4",",,7","10.6",",,7,0800",,,,,,
"USC00451233","2018-06-09",,,,,"6.1",",,7,0800","0.0",",,7,","0.0",",,7,","13.9",",,7","6.1",",,7","6.1",",,7,0800",,,,,,
"USC00451233","2018-06-10",,,,,"12.2",",,7,0800","0.0",",,7,","0.0",",,7,","12.2",",,7","5.6",",,7","5.6",",,7,0800",,,,,,
"USC00451233","2018-06-11",,,,,"6.4",",,7,0800","0.0",",,7,","0.0",",,7,","10.6",",,7","4.4",",,7","5.6",",,7,0800",,,,,,
"USC00451233","2018-06-12",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","13.9",",,7","5.6",",,7","6.1",",,7,0800",,,,,,
"USC00451233","2018-06-13",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","17.8",",,7","6.1",",,7","8.3",",,7,0800",,,,,,
"USC00451233","2018-06-14",,,,,"34.0",",,7,0800","0.0",",,7,","0.0",",,7,","17.8",",,7","5.6",",,7","7.2",",,7,0800",,,,,,
"USC00451233","2018-06-15",,,,,"2.5",",,7,0800","0.0",",,7,","0.0",",,7,","12.8",",,7","7.2",",,7","8.3",",,7,0800",,,,,,
"USC00451233","2018-06-16",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","15.6",",,7","6.7",",,7","7.2",",,7,0800",,,,,,
"USC00451233","2018-06-17",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","18.3",",,7","7.2",",,7","11.7",",,7,0800",,,,,,
"USC00451233","2018-06-18",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","24.4",",,7","7.8",",,7","13.9",",,7,0800",,,,,,
"USC00451233","2018-06-19",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","26.1",",,7","11.7",",,7","12.8",",,7,0800",,,,,,
"USC00451233","2018-06-20",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","25.6",",,7","12.2",",,7","16.1",",,7,0800",,,,,,
"USC00451233","2018-06-21",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","27.8",",,7","12.2",",,7","12.2",",,7,0800",,,,,,
"USC00451233","2018-06-22",,,,,"0.5",",,7,0800","0.0",",,7,","0.0",",,7,","17.2",",,7","10.6",",,7","10.6",",,7,0800",,,,,,
"USC00451233","2018-06-23",,,,,"10.7",",,7,0800","0.0",",,7,","0.0",",,7,","17.2",",,7","9.4",",,7","10.0",",,7,0800",,,,,,
"USC00451233","2018-06-24",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","16.1",",,7","9.4",",,7","10.6",",,7,0800",,,,,,
"USC00451233","2018-06-25",,,,,"7.1",",,7,0800","0.0",",,7,","0.0",",,7,","23.3",",,7","10.0",",,7","10.6",",,7,0800",,,,,,
"USC00451233","2018-06-26",,,,,"2.5",",,7,0800","0.0",",,7,","0.0",",,7,","15.0",",,7","8.3",",,7","8.3",",,7,0800",,,,,,
"USC00451233","2018-06-27",,,,,"1.3",",,7,0800","0.0",",,7,","0.0",",,7,","15.6",",,7","6.7",",,7","7.8",",,7,0800",,,,,,
"USC00451233","2018-06-28",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","16.7",",,7","7.8",",,7","8.9",",,7,0800",,,,,,
"USC00451233","2018-06-29",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","13.3",",,7","8.3",",,7","10.6",",,7,0800",,,,,,
"USC00451233","2018-06-30",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","15.6",",,7","10.6",",,7","11.7",",,7,0800",,,,,,
"USC00451233","2018-07-01",,,,,"5.1",",,7,0800","0.0",",,7,","0.0",",,7,","13.3",",,7","10.6",",,7","11.1",",,7,0800",,,,,,
"USC00451233","2018-07-02",,,,,"17.8",",,7,0800","0.0",",,7,","0.0",",,7,","15.0",",,7","7.2",",,7","7.8",",,7,0800",,,,,,
"USC00451233","2018-07-03",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","12.8",",,7","6.1",",,7","6.7",",,7,0800",,,,,,
"USC00451233","2018-07-04",,,,,"1.3",",,7,0800","0.0",",,7,","0.0",",,7,","17.8",",,7","6.7",",,7","12.8",",,7,0800",,,,,,
"USC00451233","2018-07-05",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","25.0",",,7","11.7",",,7","12.2",",,7,0800",,,,,,
"USC00451233","2018-07-06",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","25.0",",,7","12.2",",,7","15.6",",,7,0800",,,,,,
"USC00451233","2018-07-07",,,,,"4.3",",,7,0800","0.0",",,7,","0.0",",,7,","22.8",",,7","10.6",",,7","11.7",",,7,0800",,,,,,
"USC00451233","2018-07-08",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","18.3",",,7","10.0",",,7","12.8",",,7,0800",,,,,,
"USC00451233","2018-07-09",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","22.2",",,7","10.0",",,7","14.4",",,7,0800",,,,,,
"USC00451233","2018-07-10",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","22.2",",,7","11.1",",,7","11.1",",,7,0800",,,,,,
"USC00451233","2018-07-11",,,,,"1.3",",,7,0800","0.0",",,7,","0.0",",,7,","17.8",",,7","8.9",",,7","10.0",",,7,0800",,,,,,
"USC00451233","2018-07-12",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","22.2",",,7","10.0",",,7","12.8",",,7,0800",,,,,,
"USC00451233","2018-07-13",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","26.1",",,7","12.2",",,7","13.3",",,7,0800",,,,,,
"USC00451233","2018-07-14",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","25.6",",,7","11.7",",,7","13.3",",,7,0800",,,,,,
"USC00451233","2018-07-15",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","25.6",",,7","13.3",",,7","15.0",",,7,0800",,,,,,
"USC00451233","2018-07-16",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","28.3",",,7","13.3",",,7","18.3",",,7,0800",,,,,,
"USC00451233","2018-07-17",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","27.8",",,7","14.4",",,7","17.2",",,7,0800",,,,,,
"USC00451233","2018-07-18",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","27.2",",,7","12.2",",,7","12.2",",,7,0800",,,,,,
"USC00451233","2018-07-19",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","21.1",",,7","10.0",",,7","10.0",",,7,0800",,,,,,
"USC00451233","2018-07-20",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","17.2",",,7","10.0",",,7","10.6",",,7,0800",,,,,,
"USC00451233","2018-07-21",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","17.8",",,7","7.8",",,7","10.6",",,7,0800",,,,,,
"USC00451233","2018-07-22",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","19.4",",,7","10.0",",,7","10.6",",,7,0800",,,,,,
"USC00451233","2018-07-23",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","25.0",",,7","10.6",",,7","23.9",",,7,0800",,,,,,
"USC00451233","2018-07-24",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","27.2",",,7","13.9",",,7","13.9",",,7,0800",,,,,,
"USC00451233","2018-07-25",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","26.7",",,7","13.3",",,7","13.9",",,7,0800",,,,,,
"USC00451233","2018-07-26",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","27.2",",,7","13.9",",,7","15.0",",,7,0800",,,,,,
"USC00451233","2018-07-27",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","27.8",",,7","13.9",",,7","13.9",",,7,0800",,,,,,
"USC00451233","2018-07-28",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","25.6",",,7","13.9",",,7","18.9",",,7,0800",,,,,,
"USC00451233","2018-07-29",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","25.0",",,7","15.6",",,7","16.1",",,7,0800",,,,,,
"USC00451233","2018-07-30",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","30.0",",,7","16.1",",,7","16.7",",,7,0800",,,,,,
"USC00451233","2018-07-31",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","29.4",",,7","15.6",",,7","15.6",",,7,0800",,,,,,
"USC00451233","2018-08-01",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","25.6",",,7","12.2",",,7","12.2",",,7,0800",,,,,,
"USC00451233","2018-08-02",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","25.6",",,7","11.1",",,7","11.1",",,7,0800",,,,,,
"USC00451233","2018-08-03",,,,,"2.5",",,7,0800","0.0",",,7,","0.0",",,7,","15.0",",,7","11.1",",,7","11.7",",,7,0800",,,,,,
"USC00451233","2018-08-04",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","16.7",",,7","10.0",",,7","11.7",",,7,0800",,,,,,
"USC00451233","2018-08-05",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","21.7",",,7","11.7",",,7","16.7",",,7,0800",,,,,,
"USC00451233","2018-08-06",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","25.0",",,7","13.9",",,7","15.6",",,7,0800",,,,,,
"USC00451233","2018-08-07",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","26.7",",,7","14.4",",,7","15.0",",,7,0800",,,,,,
"USC00451233","2018-08-08",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","27.8",",,7","15.0",",,7","16.7",",,7,0800",,,,,,
"USC00451233","2018-08-09",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","30.6",",,7","16.1",",,7","16.7",",,7,0800",,,,,,
"USC00451233","2018-08-10",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","29.4",",,7","16.7",",,7","17.2",",,7,0800",,,,,,
"USC00451233","2018-08-11",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","27.2",",,7","12.8",",,7","13.9",",,7,0800",,,,,,
"USC00451233","2018-08-12",,,,,"11.7",",,7,0800","0.0",",,7,","0.0",",,7,","19.4",",,7","11.7",",,7","12.8",",,7,0800",,,,,,
"USC00451233","2018-08-13",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","18.3",",,7","11.1",",,7","14.4",",,7,0800",,,,,,
"USC00451233","2018-08-14",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","22.8",",,7","12.8",",,7","13.3",",,7,0800",,,,,,
"USC00451233","2018-08-15",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","26.7",",,7","13.3",",,7","15.0",",,7,0800",,,,,,
"USC00451233","2018-08-16",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","26.7",",,7","12.8",",,7","12.8",",,7,0800",,,,,,
"USC00451233","2018-08-17",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","21.7",",,7","10.0",",,7","10.0",",,7,0800",,,,,,
"USC00451233","2018-08-18",,,,,"0.0",",,Z,0800","0.0",",,Z,","0.0",",,Z,","19.4",",,Z","10.0",",,Z","13.9",",,Z,0800",,,,,,
"USC00451233","2018-08-19",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","21.7",",,7","13.3",",,7","14.4",",,7,0800",,,,,,
"USC00451233","2018-08-20",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","22.2",",,7","12.8",",,7","15.6",",,7,0800",,,,,,
"USC00451233","2018-08-21",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","21.7",",,7","15.6",",,7","16.7",",,7,0800",,,,,,
"USC00451233","2018-08-22",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","28.9",",,7","15.0",",,7","15.0",",,7,0800",,,,,,
"USC00451233","2018-08-23",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","27.8",",,7","11.1",",,7","11.7",",,7,0800",,,,,,
"USC00451233","2018-08-24",,,,,"0.8",",,7,0800","0.0",",,7,","0.0",",,7,","18.3",",,7","9.4",",,7","9.4",",,7,0800",,,,,,
